over,runs,wickets
1,11,0
2,8,0
3,15,0
4,15,0
5,10,0
6,11,0
7,8,0
8,10,0
9,20,0
10,5,0
11,7,0
12,18,0
13,10,0
14,18,0
15,7,0
16,11,0
17,12,0
18,16,0
19,9,0
20,5,0
