Stat,Test,ODI,T20,IPL
Matches,4,8,10,116
Innings,5,0,0,33
Runs,36,0,0,201
Balls,89,0,0,169
Highest,14,0,0,26
Average,12,0,0,12.56
SR,40.45,0,0,118.94
Not Out,2,0,0,17
Fours,2,0,0,16
Sixes,1,0,0,7
Ducks,0,0,0,2
