Series,Wickets,Opponent,Format,Venue,Date,Economy,Overs,Maidens
INDIAN PREMIER LEAGUE 2026,0-40,PBKS,T20,New Chandigarh,11 Apr 26,13.3,3,0
INDIAN PREMIER LEAGUE 2026,0-50,LSG,T20,Hyderabad,05 Apr 26,14.2,3.5,0
INDIAN PREMIER LEAGUE 2026,3-21,KKR,T20,Kolkata,02 Apr 26,7,3,0
INDIAN PREMIER LEAGUE 2026,1-29,RCB,T20,Bengaluru,28 Mar 26,9.6,3,0
INDIAN PREMIER LEAGUE 2025,3-24,KKR,T20,Delhi,25 May 25,6,4,0
INDIAN PREMIER LEAGUE 2025,1-41,RCB,T20,Lucknow,23 May 25,10.2,4,0
INDIAN PREMIER LEAGUE 2025,1-13,DC,T20,Hyderabad,05 May 25,3.2,4,0
INDIAN PREMIER LEAGUE 2025,3-35,GT,T20,Ahmedabad,02 May 25,8.7,4,0
INDIAN PREMIER LEAGUE 2025,2-21,CSK,T20,Chennai,25 Apr 25,8.4,2.5,0
INDIAN PREMIER LEAGUE 2025,1-25,MI,T20,Hyderabad,23 Apr 25,8.3,3,0
INDIAN PREMIER LEAGUE 2025,0-16,GT,T20,Hyderabad,06 Apr 25,8,2,0
INDIAN PREMIER LEAGUE 2024,0-9,KKR,T20,Chennai,26 May 24,9,1,0
INDIAN PREMIER LEAGUE 2024,0-5,RR,T20,Chennai,24 May 24,5,1,0
INDIAN PREMIER LEAGUE 2024,0-19,LSG,T20,Hyderabad,08 May 24,9.5,2,0
INDIAN PREMIER LEAGUE 2024,0-23,RR,T20,Hyderabad,02 May 24,11.5,2,0
INDIAN PREMIER LEAGUE 2024,1-38,CSK,T20,Chennai,28 Apr 24,9.5,4,0
INDIAN PREMIER LEAGUE 2024,3-30,RCB,T20,Hyderabad,25 Apr 24,7.5,4,0
INDIAN PREMIER LEAGUE 2024,0-37,RCB,T20,Bengaluru,15 Apr 24,18.5,2,0
INDIAN PREMIER LEAGUE 2024,1-49,PBKS,T20,New Chandigarh,09 Apr 24,12.2,4,0
INDIAN PREMIER LEAGUE 2024,1-29,CSK,T20,Hyderabad,05 Apr 24,7.2,4,0
INDIAN PREMIER LEAGUE 2024,0-33,GT,T20,Ahmedabad,31 Mar 24,10.6,3.1,0
INDIAN PREMIER LEAGUE 2024,2-47,MI,T20,Hyderabad,27 Mar 24,11.7,4,0
"INDIA TOUR OF WEST INDIES, 2023",1-16,WI,ODI,"Tarouba, Trinidad",01 Aug 23,3.2,5,0
"INDIA TOUR OF WEST INDIES, 2023",0-44 & 0-1,WI,Test,"Port of Spain, Trinidad",20 Jul 23,2.7 & 0.3,16 & 3,3 & 2
"INDIA TOUR OF WEST INDIES, 2023",0-17 & 0-1,WI,Test,"Roseau, Dominica",12 Jul 23,2.4 & 0.5,7 & 2,2 & 1
INDIAN PREMIER LEAGUE 2023,0-27,RCB,T20,Bengaluru,10 Apr 23,13.5,2,0
INDIAN PREMIER LEAGUE 2023,0-26,SRH,T20,Lucknow,07 Apr 23,8.6,3,0
INDIAN PREMIER LEAGUE 2023,0-39,DC,T20,Lucknow,01 Apr 23,13,3,0
"INDIA TOUR OF BANGLADESH, 2022",2-50 & 1-17,BAN,Test,Dhaka,22 Dec 22,3.1 & 1.8,16 & 9,2 & 3
INDIAN PREMIER LEAGUE 2022,0-36,LSG,T20,Mumbai,24 Apr 22,9,4,0
INDIAN PREMIER LEAGUE 2022,2-48,CSK,T20,Navi Mumbai,21 Apr 22,12,4,0
INDIAN PREMIER LEAGUE 2022,2-32,LSG,T20,Mumbai,16 Apr 22,8,4,0
INDIAN PREMIER LEAGUE 2022,1-44,PBKS,T20,Pune,13 Apr 22,11,4,0
INDIAN PREMIER LEAGUE 2022,1-30,RCB,T20,Pune,09 Apr 22,7.5,4,0
INDIAN PREMIER LEAGUE 2021,0-35,KKR,T20,Sharjah,07 Oct 21,8.7,4,0
INDIAN PREMIER LEAGUE 2021,0-20,SRH,T20,Dubai,27 Sep 21,10,2,0
INDIAN PREMIER LEAGUE 2021,0-33,MI,T20,Delhi,29 Apr 21,8.2,4,0
INDIAN PREMIER LEAGUE 2021,1-25,KKR,T20,Mumbai,24 Apr 21,6.2,4,0
INDIAN PREMIER LEAGUE 2021,0-40,CSK,T20,Mumbai,19 Apr 21,10,4,0
INDIAN PREMIER LEAGUE 2021,3-15,DC,T20,Mumbai,15 Apr 21,3.7,4,0
INDIAN PREMIER LEAGUE 2020,0-46,RCB,T20,Dubai,17 Oct 20,11.5,4,0
