Stat,Test,ODI,T20,IPL
Matches,3,6,17,40
Innings,6,6,17,40
Balls,284,234,324,788
Runs,179,217,487,1384
Maidens,16,4,0,1
Wickets,7,5,20,41
Avg,25.57,43.4,24.35,33.76
Eco,3.78,5.56,9.02,10.54
SR,40.57,46.8,16.2,19.22
BBI,2/0,3/30,4/22,4/33
BBM,4/56,3/30,4/22,4/33
