batter,runs,balls,fours,sixes,strike_rate,dismissal
Sachin Tendulkar,11,11,2,0,100.0,run out (R Jadeja/S Jakati)
Harbhajan Singh,1,4,0,0,25.0,c S Raina b B Hilfenhaus
Lasith Malinga,17,16,1,1,106.25,b R Jadeja
Dinesh Karthik,6,4,1,0,150.0,c M Dhoni b A Morkel
Dwayne Smith,38,22,5,2,172.73,c R Jadeja b S Jakati
James Franklin,13,13,0,1,100.0,c M Dhoni b DJ Bravo
RP Singh,1,1,0,0,100.0,not out
Rohit Sharma,14,19,0,0,73.68,c M Dhoni b A Morkel
Kieron Pollard,16,19,1,1,84.21,c S Raina b DJ Bravo
Dhawal Kulkarni,10,5,2,0,200.0,not out
Ambati Rayudu,11,7,2,0,157.14,c M Vijay b R Ashwin
