Stat,Test,ODI,T20,IPL
Matches,21,121,87,200
Innings,37,120,86,200
Balls,3348,5847,1791,4456
Runs,1644,4951,2079,5710
Maidens,141,67,10,14
Wickets,63,141,90,215
Avg,26.1,35.11,23.1,26.56
Eco,2.95,5.08,6.96,7.69
SR,53.14,41.47,19.9,20.73
BBI,6/82,5/42,5/4,5/19
BBM,8/96,5/42,5/4,5/19
