bowler,overs,maidens,runs,wickets,economy
Trent Boult,3.0,0,27,1,9.0
Sandeep Sharma,4.0,0,28,0,7.0
Avesh Khan,3.5,0,28,2,7.3
Ravichandran Ashwin,4.0,0,31,0,7.8
Yuzvendra Chahal,4.0,0,31,2,7.8
