Stat,Test,ODI,T20,IPL
Matches,24,50,51,0
Innings,44,42,48,0
Runs,1487,1538,916,0
Balls,2387,1599,744,0
Highest,132,134,76,0
Average,39.13,45.24,22.9,0
SR,62.30,96.19,123.12,0
Not Out,6,8,8,0
Fours,162,135,80,0
Sixes,15,29,32,0
Ducks,2,0,4,0
