bowler,overs,maidens,runs,wickets,economy
Tim Southee,4,1,31,0,7.75
Dhawal Kulkarni,4,0,43,2,10.75
Stuart Binny,2,0,27,2,13.5
Shane Watson,4,1,25,1,6.25
James Faulkner,4,0,22,2,5.5
Rajat Bhatia,2,0,23,0,11.5
