over,runs,wickets
1,7,0
2,7,0
3,7,0
4,10,0
5,18,0
6,7,0
7,11,0
8,14,0
9,7,0
10,6,0
11,6,0
12,10,0
13,14,0
14,16,0
15,5,0
16,18,0
17,13,0
18,11,0
19,14,0
20,16,0
