batter,runs,balls,fours,sixes,strike_rate,dismissal
Andrew Flintoff,16,17,1,0,94.12,c sub (DA Warner) b Nehra
Parthiv Patel,16,15,2,0,106.67,c de Villiers b Sangwan
Muthiah Muralidaran,0,1,0,0,0.0,not out
Matthew Hayden,57,27,5,3,211.11,c Nannes b Sangwan
MS Dhoni,5,7,0,0,71.43,c Karthik b Vettori
Joginder Sharma,4,3,0,0,133.33,run out (sub [DA Warner])
Suresh Raina,41,27,5,1,151.85,c de Villiers b Sangwan
Albie Morkel,13,14,1,0,92.86,not out
S Badrinath,7,8,0,0,87.5,c sub (DA Warner) b Vettori
Manpreet Gony,6,2,0,1,300.0,run out (Sehwag/Vettori)
