Stat,Test,ODI,T20,IPL
Matches,16,57,82,93
Innings,30,52,72,85
Runs,838,1543,1593,1554
Balls,1138,1464,1141,1038
Highest,93,139,85,75
Average,27.93,31.49,24.51,27.75
SR,73.64,105.40,139.62,149.72
Not Out,0,3,7,29
Fours,85,117,103,97
Sixes,27,56,99,96
Ducks,0,3,4,4
