batter,runs,balls,fours,sixes,strike_rate,dismissal
Virender Sehwag,2,4,0,0,50.0,c R Sharma b M Patel
Irfan Pathan,23,18,4,0,127.78,b L Malinga
Ajit Agarkar,7,6,1,0,116.67,not out
James Hopes,55,44,10,0,125.0,run out (T Suman/A Rayudu)
Venugopal Rao,37,27,4,1,137.04,b D Kulkarni
Morne Morkel,10,9,1,0,111.11,c A Symonds b K Pollard
Naman Ojha,1,7,0,0,14.29,c A Rayudu b M Patel
David Warner,1,2,0,0,50.0,lbw b H Singh
Yogesh Nagar,0,1,0,0,0.0,c M Patel b H Singh
Colin Ingram,1,2,0,0,50.0,b L Malinga
Shahbaz Nadeem,0,1,0,0,0.0,c M Patel b K Pollard
