Stat,Test,ODI,T20,IPL
Matches,4,60,58,60
Innings,8,56,53,56
Runs,104,2141,1000,1974
Balls,230,1829,705,1186
Highest,35,174,81,105
Average,13,43.69,23.26,42.91
SR,45.22,117.06,141.85,166.45
Not Out,0,7,10,10
Fours,11,200,72,134
Sixes,0,71,52,112
Ducks,0,2,2,1
