bowler,overs,maidens,runs,wickets,economy
Trent Boult,4,0,47,0,11.8
Prasidh Krishna,4,1,22,3,5.5
Obed McCoy,3,0,52,1,17.3
Ravichandran Ashwin,4,0,32,2,8.0
Yuzvendra Chahal,4,0,28,1,7.0
Riyan Parag,1,0,22,0,22.0
