bowler,overs,maidens,runs,wickets,economy
Morne Morkel,3,0,30,0,10.0
Andre Russell,2,0,16,0,8.0
Shakib Al Hasan,3,0,14,1,4.67
Sunil Narine,4,0,32,1,8.0
Piyush Chawla,3,0,26,0,8.67
Rajagopal Sathish,3,0,20,1,6.67
Umesh Yadav,2,0,16,1,8.0
