over,runs,wickets
1,2,0
2,1,0
3,10,0
4,8,0
5,8,0
6,15,0
7,10,0
8,9,0
9,9,0
10,9,0
11,8,0
12,10,0
13,10,0
14,5,0
15,9,0
16,10,0
17,17,0
18,9,0
19,16,0
20,14,0
