over,runs,wickets
1,5,0
2,9,0
3,11,0
4,7,0
5,15,0
6,8,0
7,5,0
8,4,0
9,7,0
10,4,0
11,5,0
12,5,0
13,2,0
14,6,0
15,9,0
16,6,0
17,14,0
18,6,0
19,7,0
20,6,0
