bowler,overs,maidens,runs,wickets,economy
Unadkat,4,0,29,2,7.2
SN Thakur,3,0,35,0,11.7
Washington Sundar,3,0,23,1,7.7
Stokes,4,0,31,2,7.8
Zampa,4,0,29,1,7.2
Christian,2,0,18,1,9.0
