batter,runs,balls,fours,sixes,strike_rate,dismissal
VVS Laxman,0,7,0,0,0.0,c Jakati b Morkel
Adam Gilchrist,0,1,0,0,0.0,lbw b Morkel
Herschelle Gibbs,0,2,0,0,0.0,b Tyagi
Dwayne Smith,49,23,2,5,213.04,lbw b Jakati
Venugopal Rao,2,5,0,0,40.0,c Muralitharan b Jakati
RP Singh,2,6,0,0,33.33,c Vijay b Muralitharan
Rohit Sharma,21,20,2,1,105.0,c Badrinath b Jakati
Pragyan Ojha,0,2,0,0,0.0,c Jakati b Raina
Ryan Harris,1,4,0,0,25.0,b Jakati
Shoaib Ahmed,1,2,0,0,50.0,not out
Tirumalsetti Suman,17,17,2,0,100.0,c Vijay b Muralitharan
