batter,runs,balls,fours,sixes,strike_rate,dismissal
Travis Head,13,7,1,1,185.71,c Daryl Mitchell b Tushar Deshpande
Abhishek Sharma,15,9,1,1,166.67,c Daryl Mitchell b Tushar Deshpande
Anmolpreet Singh,0,1,0,0,0.0,c Moeen b Tushar Deshpande
Aiden Markram,32,26,4,0,123.08,b Matheesha Pathirana
Nitish Reddy,15,15,0,0,100.0,c Dhoni b Ravindra Jadeja
Heinrich Klaasen,20,21,0,1,95.24,c Daryl Mitchell b Matheesha Pathirana
Abdul Samad,19,18,1,1,105.56,c (sub)Sameer Rizvi b Thakur
Shahbaz Ahmed,7,5,1,0,140.0,c Daryl Mitchell b Mustafizur
Pat Cummins,5,7,1,0,71.43,c Daryl Mitchell b Tushar Deshpande
Bhuvneshwar Kumar,4,3,0,0,133.33,not out
Jaydev Unadkat,1,2,0,0,50.0,c Moeen b Mustafizur
