Stat,Test,ODI,T20,IPL
Matches,0,3,16,12
Innings,0,2,15,10
Runs,0,10,240,238
Balls,0,22,154,143
Highest,0,7,48,69
Average,0,5,18.46,29.75
SR,0,45.46,155.85,166.44
Not Out,0,0,2,2
Fours,0,1,13,20
Sixes,0,0,17,16
Ducks,0,0,1,0
