Stat,Test,ODI,T20,IPL
Matches,0,3,16,12
Innings,0,3,7,1
Balls,0,138,106,6
Runs,0,115,153,14
Maidens,0,0,0,0
Wickets,0,2,2,1
Avg,0.0,57.5,76.5,14.0
Eco,0,5,8.66,14
SR,0.0,69.0,53.0,6.0
BBI,-/-,2/53,1/13,1/14
BBM,-/-,2/53,1/13,1/14
