Stat,Test,ODI,T20,IPL
Matches,0,0,1,0
Innings,0,0,1,0
Balls,0,0,18,0
Runs,0,0,4,0
Maidens,0,0,0,0
Wickets,0,0,3,0
Avg,0.0,0.0,1.33,0.0
Eco,0,0,1.33,0
SR,0.0,0.0,6.0,0.0
BBI,-/-,-/-,3/4,-/-
BBM,-/-,-/-,3/4,-/-
