bowler,overs,maidens,runs,wickets,economy
D Kulkarni,4,0,37,1,9.2
Basil Thampi,4,0,31,1,7.8
Andrew Tye,4,0,34,0,8.5
Ravindra Jadeja,4,0,57,0,14.2
Shivil,3,0,36,0,12.0
Dwayne Smith,1,0,17,0,17.0
