Stat,Test,ODI,T20,IPL
Matches,2,0,2,84
Innings,3,0,2,83
Runs,90,0,38,2122
Balls,197,0,38,1605
Highest,65,0,29,101
Average,30,0,19,26.86
SR,45.69,0,100.00,132.22
Not Out,0,0,0,4
Fours,12,0,2,220
Sixes,1,0,1,75
Ducks,1,0,0,6
