bowler,overs,maidens,runs,wickets,economy
Rabada,4,0,32,2,8.0
Chris Morris,4,0,30,3,7.5
Avesh Khan,3,0,30,0,10.0
Lamichhane,4,0,27,2,6.8
Harshal Patel,4,0,37,0,9.2
Hanuma Vihari,1,0,9,0,9.0
