batter,runs,balls,fours,sixes,strike_rate,dismissal
Adam Gilchrist,0,1,0,0,0.0,run out (A Pathan)
Dinesh Karthik,20,15,3,0,133.33,lbw b C Gayle
Piyush Chawla,5,6,0,0,83.33,b C Gayle
Shaun Marsh,4,8,0,0,50.0,c & b S Aravind
Praveen Kumar,15,7,2,1,214.29,not out
Ryan Harris,17,25,1,0,68.0,c A Pathan b S Aravind
Abhishek Nayar,1,4,0,0,25.0,c S Tiwary b S Aravind
Ryan McLaren,28,32,1,0,87.5,b S Aravind
Paul Valthaty,21,16,4,0,131.25,c A Mithun b C Gayle
Sunny Singh,4,5,0,0,80.0,c A Pathan b D Vettori
Love Ablish,0,2,0,0,0.0,not out
