over,runs,wickets
1,5,0
2,5,0
3,6,0
4,7,0
5,7,0
6,7,0
7,6,0
8,17,0
9,16,0
10,15,0
11,14,0
12,11,0
13,20,0
14,18,0
15,17,0
16,14,0
17,4,0
18,9,0
19,10,0
20,5,0
