batter,runs,balls,fours,sixes,strike_rate,dismissal
Rohit Sharma,17,9,2,1,188.89,b Yash Dayal
Ryan Rickelton,17,10,4,0,170.0,lbw b Hazlewood
Will Jacks,22,18,2,1,122.22,c Kohli b Krunal Pandya
Suryakumar Yadav,28,26,5,0,107.69,c Livingstone b Yash Dayal
Tilak Varma,56,29,4,4,193.1,c Phil Salt b Bhuvneshwar
Hardik Pandya,42,15,3,4,280.0,c Livingstone b Hazlewood
Naman Dhir,11,6,1,1,183.33,c Yash Dayal b Krunal Pandya
Mitchell Santner,8,4,0,1,200.0,c Tim David b Krunal Pandya
Deepak Chahar,0,1,0,0,0.0,c Tim David b Krunal Pandya
Trent Boult,1,1,0,0,100.0,not out
Jasprit Bumrah,0,1,0,0,0.0,not out
