bowler,overs,maidens,runs,wickets,economy
Dirk Nannes,4,0,31,1,7.75
Chris Morris,4,0,40,3,10.0
Mohit Sharma,2,0,13,0,6.5
Ravichandran Ashwin,4,0,28,1,7.0
Ravindra Jadeja,2,0,20,0,10.0
Dwayne Bravo,4,0,32,1,8.0
