bowler,overs,maidens,runs,wickets,economy
Matt Henry,3,0,32,0,10.7
Mohsin Khan,4,0,52,0,13.0
Yash Thakur,4,0,50,1,12.5
Marcus Stoinis,1,0,3,1,3.0
Krunal Pandya,4,0,24,0,6.0
Amit Mishra,2,0,20,1,10.0
Ravi Bishnoi,1,0,16,0,16.0
