batter,runs,balls,fours,sixes,strike_rate,dismissal
Yashasvi Jaiswal,39,28,4,0,139.29,c Harshal Patel b Rabada
Tanush Kotian,24,31,3,0,77.42,b Livingstone
Sanju Samson,18,14,1,1,128.57,lbw b Rabada
Riyan Parag,23,18,1,1,127.78,c Rabada b Arshdeep Singh
Dhruv Jurel,6,11,0,0,54.55,c Shashank Singh b Harshal Patel
Shimron Hetmyer,27,10,1,3,270.0,not out
Rovman Powell,11,5,2,0,220.0,c Jitesh Sharma b Sam Curran
Keshav Maharaj,1,2,0,0,50.0,c Livingstone b Sam Curran
