Stat,Test,ODI,T20,IPL
Matches,6,23,40,24
Innings,9,15,16,15
Balls,721,432,216,156
Runs,554,447,312,273
Maidens,11,1,0,0
Wickets,12,9,16,9
Avg,46.17,49.67,19.5,30.33
Eco,4.61,6.21,8.67,10.5
SR,60.08,48.0,13.5,17.33
BBI,6/161,3/22,3/14,2/14
BBM,6/199,3/22,3/14,2/14
