Series,Wickets,Opponent,Format,Venue,Date,Economy,Overs,Maidens
INDIAN PREMIER LEAGUE 2026,1-34,LSG,T20,Mumbai,04 May 26,17,2,0
INDIAN PREMIER LEAGUE 2026,0-19,SRH,T20,Mumbai,29 Apr 26,19,1,0
ICC MEN'S T20 WORLD CUP 2026,2-40,IND,T20I,Mumbai,05 Mar 26,10,4,0
ICC MEN'S T20 WORLD CUP 2026,2-23,NZ,T20I,Colombo,27 Feb 26,5.7,4,0
ICC MEN'S T20 WORLD CUP 2026,0-27,PAK,T20I,Pallekele,24 Feb 26,13.5,2,0
ICC MEN'S T20 WORLD CUP 2026,3-22,SL,T20I,Pallekele,22 Feb 26,5.5,4,0
ICC MEN'S T20 WORLD CUP 2026,1-34,ITA,T20I,Kolkata,16 Feb 26,17,2,0
ICC MEN'S T20 WORLD CUP 2026,0-32,WI,T20I,Mumbai,11 Feb 26,16,2,0
ICC MEN'S T20 WORLD CUP 2026,1-17,NEP,T20I,Mumbai,08 Feb 26,8.5,2,0
ENGLAND TOUR OF SRI LANKA 2026,3-14,SL,T20I,Pallekele,03 Feb 26,3.5,4,0
ENGLAND TOUR OF SRI LANKA 2026,1-24,SL,T20I,Pallekele,01 Feb 26,6,4,0
ENGLAND TOUR OF SRI LANKA 2026,2-43,SL,ODI,Colombo,27 Jan 26,5.3,8,0
ENGLAND TOUR OF SRI LANKA 2026,1-47,SL,ODI,Colombo,24 Jan 26,4.7,10,0
"THE ASHES, 2025-26",1-34 & 1-42,AUS,Test,Sydney,04 Jan 26,4 & 6.7,8.5 & 6.2,0 & 1
"THE ASHES, 2025-26",2-105 & 1-107,AUS,Test,Adelaide,17 Dec 25,5.2 & 5.6,20 & 19,3 & 0
"THE ASHES, 2025-26",1-34 & DNB,AUS,Test,Brisbane,04 Dec 25,3 & DNB,11.3 & DNB,2 & DNB
"SOUTH AFRICA TOUR OF ENGLAND, 2025",2-2,RSA,T20I,Manchester,12 Sep 25,2,1,0
"SOUTH AFRICA TOUR OF ENGLAND, 2025",0-51,RSA,ODI,London,04 Sep 25,10.2,5,0
"WEST INDIES TOUR OF ENGLAND, 2025",0-15,WI,T20I,Southampton,10 Jun 25,15,1,0
"WEST INDIES TOUR OF ENGLAND, 2025",0-2,WI,T20I,Bristol,08 Jun 25,2,1,0
"WEST INDIES TOUR OF ENGLAND, 2025",0-19,WI,T20I,Chester-le-Street,06 Jun 25,9.5,2,0
"WEST INDIES TOUR OF ENGLAND, 2025",0-39,WI,ODI,London,03 Jun 25,6.5,6,0
"WEST INDIES TOUR OF ENGLAND, 2025",1-42,WI,ODI,Cardiff,01 Jun 25,10.5,4,0
INDIAN PREMIER LEAGUE 2025,0-11,PBKS,T20,Jaipur,26 May 25,11,1,0
INDIAN PREMIER LEAGUE 2025,1-16,DC,T20,Mumbai,21 May 25,16,1,0
INDIAN PREMIER LEAGUE 2025,0-15,GT,T20,Mumbai,06 May 25,15,1,0
INDIAN PREMIER LEAGUE 2025,2-18,LSG,T20,Mumbai,27 Apr 25,9,2,0
INDIAN PREMIER LEAGUE 2025,0-4,CSK,T20,Mumbai,20 Apr 25,4,1,0
INDIAN PREMIER LEAGUE 2025,2-14,SRH,T20,Mumbai,17 Apr 25,4.6,3,0
INDIAN PREMIER LEAGUE 2025,0-10,RCB,T20,Mumbai,07 Apr 25,10,1,0
INDIAN PREMIER LEAGUE 2025,1-32,CSK,T20,Chennai,23 Mar 25,8,4,0
"ENGLAND TOUR OF WEST INDIES, 2024",0-16,WI,ODI,"North Sound, Antigua",02 Nov 24,8,2,0
"AUSTRALIA TOUR OF ENGLAND, 2024",0-20,AUS,ODI,Bristol,29 Sep 24,20,1,0
"AUSTRALIA TOUR OF ENGLAND, 2024",1-20,AUS,ODI,Chester-le-Street,24 Sep 24,6.6,3,0
"AUSTRALIA TOUR OF ENGLAND, 2024",0-19,AUS,ODI,Leeds,21 Sep 24,9.5,2,0
"AUSTRALIA TOUR OF ENGLAND, 2024",0-29,AUS,ODI,Nottingham,19 Sep 24,4.8,6,0
ICC MENS T20 WORLD CUP 2024,0-22,AUS,T20I,"Bridgetown, Barbados",08 Jun 24,22,1,0
INDIAN PREMIER LEAGUE 2024,0-16,DC,T20,Bengaluru,12 May 24,16,1,0
INDIAN PREMIER LEAGUE 2024,0-5,PBKS,T20,Dharamsala,09 May 24,5,1,0
INDIAN PREMIER LEAGUE 2024,1-23,SRH,T20,Hyderabad,25 Apr 24,11.5,2,0
INDIAN PREMIER LEAGUE 2024,0-32,SRH,T20,Bengaluru,15 Apr 24,10.6,3,0
INDIAN PREMIER LEAGUE 2024,1-24,MI,T20,Mumbai,11 Apr 24,12,2,0
"ENGLAND TOUR OF WEST INDIES, 2023",0-14,WI,T20I,"Bridgetown, Barbados",12 Dec 23,14,1,0
"ENGLAND TOUR OF WEST INDIES, 2023",3-22,WI,ODI,"Bridgetown, Barbados",09 Dec 23,3.1,7,1
"ENGLAND TOUR OF WEST INDIES, 2023",0-27,WI,ODI,"North Sound, Antigua",06 Dec 23,6.7,4,0
"IRELAND TOUR OF ENGLAND ODI SERIES, 2023",0-27,IRE,ODI,Nottingham,23 Sep 23,9,3,0
"NEW ZEALAND TOUR OF ENGLAND, 2023",1-5,NZ,T20I,Manchester,01 Sep 23,5,1,0
"ENGLAND TOUR OF BANGLADESH, 2023",0-27,BAN,ODI,Dhaka,03 Mar 23,4.5,6,0
"ENGLAND TOUR OF BANGLADESH, 2023",1-18,BAN,ODI,Dhaka,01 Mar 23,3.6,5,0
"ENGLAND TOUR OF PAKISTAN, 2022",0-18 & 0-15,PAK,Test,Multan,09 Dec 22,4.5 & 3.7,4 & 4,0 & 0
"ENGLAND TOUR OF PAKISTAN, 2022",6-161 & 0-38,PAK,Test,Rawalpindi,01 Dec 22,4 & 6.3,40.3 & 6,5 & 0
