batter,runs,balls,fours,sixes,strike_rate,dismissal
Priyam Garg,4,7,0,0,57.14,c Mayank Agarwal b Rabada
Abhishek Sharma,43,32,5,2,134.38,c Livingstone b Harpreet Brar
Tripathi,20,18,1,1,111.11,c Dhawan b Harpreet Brar
Markram,21,17,2,0,123.53,st Jitesh Sharma b Harpreet Brar
Pooran,5,10,0,0,50.0,c Jitesh Sharma b Nathan Ellis
Washington Sundar,25,19,3,1,131.58,c Dhawan b Nathan Ellis
Romario Shepherd,26,15,2,2,173.33,not out
J Suchith,0,1,0,0,0.0,c Prerak Mankad b Nathan Ellis
Bhuvneshwar,1,1,0,0,100.0,run out (Jitesh Sharma)
Umran Malik,0,1,0,0,0.0,not out
