over,runs,wickets
1,11,0
2,1,0
3,6,0
4,5,0
5,8,0
6,12,0
7,6,0
8,5,0
9,2,0
10,3,0
11,7,0
12,6,0
13,5,0
14,16,0
15,5,0
16,12,0
17,9,0
18,6,0
19,5,0
20,2,0
