bowler,overs,maidens,runs,wickets,economy
Pragyan Ojha,2,0,19,2,9.5
Shahid Afridi,1,0,18,0,18.0
Venugopal Rao,2,0,23,0,11.5
Scott Styris,4,0,33,0,8.25
RP Singh,4,0,50,0,12.5
Paidikalva Vijaykumar,4,0,24,1,6.0
Sarvesh Kumar,3,0,24,0,8.0
