batter,runs,balls,fours,sixes,strike_rate,dismissal
Jason Roy,20,19,4,0,105.26,c Mayank Agarwal b Kartik Tyagi
Gurbaz,0,1,0,0,0.0,c Harry Brook b Marco Jansen
Venkatesh Iyer,7,4,1,0,175.0,c Klaasen b Marco Jansen
Nitish Rana,42,31,3,3,135.48,c and b Markram
Rinku Singh,46,35,4,1,131.43,c Abdul Samad b T Natarajan
Russell,24,15,1,2,160.0,c T Natarajan b Markande
Narine,1,2,0,0,50.0,c Mayank Agarwal b Bhuvneshwar
Thakur,8,6,1,0,133.33,c Abdul Samad b T Natarajan
Anukul Roy,13,7,2,0,185.71,not out
Harshit Rana,0,1,0,0,0.0,run out (Klaasen/T Natarajan)
Vaibhav Arora,2,1,0,0,200.0,not out
