over,runs,wickets
1,5,0
2,5,0
3,17,0
4,9,0
5,15,0
6,5,0
7,2,0
8,11,0
9,6,0
10,4,0
11,3,0
12,4,0
13,7,0
14,4,0
15,2,0
16,6,0
17,6,0
18,0,0
19,0,0
