bowler,overs,maidens,runs,wickets,economy
Pradeep Sangwan,2,0,19,0,9.5
Jasprit  Bumrah,4,0,32,2,8.0
Ben Cutting,4,0,40,0,10.0
Krunal Pandya,2,0,10,0,5.0
Mayank Markande,4,0,23,4,5.8
Mustafizur Rahman,4,0,24,3,6.0
