batter,runs,balls,fours,sixes,strike_rate,dismissal
Wriddhiman Saha,22,20,3,0,110.0,lbw b Markande
Shikhar Dhawan,45,28,8,0,160.71,c Bumrah b Markande
Kane Williamson,6,4,1,0,150.0,c Ishan Kishan b Mustafizur
Manish Pandey,11,8,1,0,137.5,c Rohit b Markande
Shakib Al Hasan,12,12,1,0,100.0,b Markande
Deepak Hooda,32,25,1,1,128.0,not out
Yusuf Pathan,14,14,2,0,100.0,c Pollard b Bumrah
Rashid Khan,0,1,0,0,0.0,c Ishan Kishan b Bumrah
Siddarth Kaul,0,4,0,0,0.0,c and b Mustafizur
Sandeep Sharma,0,2,0,0,0.0,c Krunal Pandya b Mustafizur
Billy Stanlake,5,2,1,0,250.0,not out
