batter,runs,balls,fours,sixes,strike_rate,dismissal
Quinton de Kock,11,10,0,1,110.0,c Sai Kishore b Yash Dayal
KL Rahul,8,16,1,0,50.0,c W Saha b Shami
Deepak Hooda,27,26,3,0,103.85,c Shami b Rashid Khan
Karan Sharma,4,4,1,0,100.0,c Miller b Yash Dayal
Krunal Pandya,5,5,1,0,100.0,st W Saha b Rashid Khan
Ayush Badoni,8,11,1,0,72.73,st W Saha b Sai Kishore
Marcus Stoinis,2,2,0,0,100.0,run out (Miller/W Saha)
Jason Holder,1,2,0,0,50.0,lbw b Rashid Khan
Mohsin Khan,1,3,0,0,33.33,c Rashid Khan b Sai Kishore
Avesh Khan,12,4,0,2,300.0,c W Saha b Rashid Khan
