batter,runs,balls,fours,sixes,strike_rate,dismissal
Chris Gayle,33,36,1,1,91.67,st M Bisla b S Narine
Murali Kartik,0,1,0,0,0.0,b L Balaji
AB de Villiers,28,22,1,1,127.27,c M Bisla b L Balaji
Virat Kohli,17,14,2,0,121.43,b J Kallis
Moises Henriques,11,11,0,0,100.0,c Manoj Tiwary b J Kallis
Cheteshwar Pujara,5,14,0,0,35.71,c L Balaji b S Senanayake
Vinay Kumar,14,13,1,0,107.69,not out
Saurabh Tiwary,1,3,0,0,33.33,lbw b S Narine
Abhimanyu Mithun,2,2,0,0,100.0,c Manoj Tiwary b S Narine
Ravi Rampaul,0,3,0,0,0.0,lbw b S Narine
Jaydev Unadkat,1,1,0,0,100.0,not out
