batter,runs,balls,fours,sixes,strike_rate,dismissal
Dinesh Karthik,13,7,3,0,185.71,c A Patel b Awana
Jean-Paul Duminy,8,8,1,0,100.0,c A Patel b Karanveer Singh
Kevin Pietersen,58,41,9,0,141.46,lbw b R Dhawan
Manoj Tiwary,8,11,0,0,72.73,run out (Bailey/R Dhawan)
Kedar Jadhav,0,4,0,0,0.0,c Vohra b Awana
Mayank Agarwal,2,5,0,0,40.0,c Sehwag b Johnson
Jaydev Unadkat,0,1,0,0,0.0,c Maxwell b Johnson
Imran Tahir,4,4,1,0,100.0,c R Dhawan b A Patel
Shahbaz Nadeem,3,7,0,0,42.86,not out
Mohammed Shami,0,1,0,0,0.0,b A Patel
James Neesham,12,20,1,0,60.0,c Bailey b Karanveer Singh
