Stat,Test,ODI,T20,IPL
Matches,52,89,95,155
Innings,78,26,12,33
Runs,348,91,12,75
Balls,843,159,18,86
Highest,34,16,7,16
Average,6.57,7.58,2,9.38
SR,41.29,57.24,66.67,87.21
Not Out,25,14,6,25
Fours,38,10,2,6
Sixes,11,1,0,1
Ducks,28,5,4,5
