batter,runs,balls,fours,sixes,strike_rate,dismissal
Travis Head,7,8,1,0,87.5,c Aiden Markram b Mohammed Shami
Abhishek Sharma,0,2,0,0,0.0,c Manimaran Siddharth b Mohammed Shami
Ishan Kishan,1,4,0,0,25.0,b Prince Yadav
Liam Livingstone,14,20,0,1,70.0,c Rishabh Pant b Digvesh Singh Rathi
Heinrich Klaasen,62,41,5,2,151.22,c Rishabh Pant b Avesh Khan
Nitish Kumar Reddy,56,33,3,5,169.7,c Prince Yadav b Manimaran Siddharth
Aniket Verma,2,5,0,0,40.0,not out
Harsh Dubey,0,1,0,0,0.0,b Avesh Khan
Shivang Kumar,5,4,1,0,125.0,b Prince Yadav
Harshal Patel,4,2,1,0,200.0,run out (Rishabh Pant)
