bowler,overs,maidens,runs,wickets,economy
Rabada,4,0,41,1,10.2
Lamichhane,4,0,29,1,7.2
Chris Morris,4,0,35,1,8.8
Harshal Patel,4,0,40,2,10.0
A Mishra,4,0,36,1,9.0
