bowler,overs,maidens,runs,wickets,economy
Tushar Deshpande,3.0,0,23,0,7.7
Adam Milne,2.3,0,19,0,7.6
Mitchell Santner,4.0,0,31,1,7.8
Dwayne Bravo,4.0,0,20,3,5.0
Shivam Dube,1.0,0,11,0,11.0
Ravindra Jadeja,4.0,0,25,0,6.2
