bowler,overs,maidens,runs,wickets,economy
Fidel Edwards,4,0,21,1,5.25
RP Singh,3,0,32,1,10.67
Dwayne Smith,1,0,17,0,17.0
Venugopal Rao,4,0,35,1,8.75
Rohit Sharma,3,0,18,1,6.0
Pragyan Ojha,2,0,11,2,5.5
Shoaib Ahmed,3,0,31,0,10.33
