batter,runs,balls,fours,sixes,strike_rate,dismissal
Shane Watson,14,18,3,0,77.78,b Washington Sundar
Faf du Plessis,8,10,0,0,80.0,c Chris Morris b Washington Sundar
Ambati Rayudu,42,40,4,0,105.0,b Udana
N Jagadeesan,33,28,4,0,117.86,run out (Chris Morris)
MS Dhoni,10,6,0,1,166.67,c Gurkeerat Singh b Chahal
Sam Curran,0,1,0,0,0.0,c de Villiers b Chris Morris
Ravindra Jadeja,7,6,1,0,116.67,c Gurkeerat Singh b Chris Morris
Dwayne Bravo,7,5,0,0,140.0,c Devdutt Padikkal b Chris Morris
Deepak Chahar,5,5,0,0,100.0,not out
Shardul Thakur,1,1,0,0,100.0,not out
