Stat,Test,ODI,T20,IPL
Matches,0,0,16,0
Innings,0,0,11,0
Balls,0,0,126,0
Runs,0,0,142,0
Maidens,0,0,0,0
Wickets,0,0,3,0
Avg,0.0,0.0,47.33,0.0
Eco,0,0,6.76,0
SR,0.0,0.0,42.0,0.0
BBI,-/-,-/-,1/6,-/-
BBM,-/-,-/-,1/6,-/-
