bowler,overs,maidens,runs,wickets,economy
Zaheer Khan,4,0,31,0,7.75
Gurinder Sandhu,4,0,49,0,12.25
Nathan Coulter-Nile,4,0,38,1,9.5
Angelo Mathews,4,0,27,1,6.75
Amit Mishra,4,0,41,0,10.25
