batter,runs,balls,fours,sixes,strike_rate,dismissal
Karan Sharma,3,5,0,0,60.0,c Thakur b Harshit Rana
de Kock,28,27,0,2,103.7,c Russell b Chakaravarthy
Prerak Mankad,26,20,5,0,130.0,c Harshit Rana b Vaibhav Arora
Stoinis,0,2,0,0,0.0,c Venkatesh Iyer b Vaibhav Arora
Krunal Pandya,9,8,0,1,112.5,c Rinku Singh b Narine
Ayush Badoni,25,21,2,1,119.05,c Thakur b Narine
Pooran,58,30,4,5,193.33,c Venkatesh Iyer b Thakur
K Gowtham,11,4,1,1,275.0,not out
Ravi Bishnoi,2,2,0,0,100.0,b Thakur
Naveen-ul-Haq,2,3,0,0,66.67,not out
