batter,runs,balls,fours,sixes,strike_rate,dismissal
Virat Kohli,22,16,2,1,137.5,c Padikkal b M Siddharth
Faf du Plessis,19,13,3,0,146.15,run out (Padikkal)
Rajat Patidar,29,21,2,2,138.1,c Padikkal b Mayank Yadav
Glenn Maxwell,0,2,0,0,0.0,c Pooran b Mayank Yadav
Cameron Green,9,9,1,0,100.0,b Mayank Yadav
Anuj Rawat,11,21,0,0,52.38,c Padikkal b Stoinis
Mahipal Lomror,33,13,3,3,253.85,c Pooran b Yash Thakur
Dinesh Karthik,4,8,0,0,50.0,c Rahul b Naveen-ul-Haq
Mayank Dagar,0,1,0,0,0.0,run out (Pooran)
Reece Topley,3,6,0,0,50.0,not out
Mohammed Siraj,12,8,0,2,150.0,c Pooran b Naveen-ul-Haq
