batter,runs,balls,fours,sixes,strike_rate,dismissal
Sanju Samson,0,2,0,0,0.0,c Kohli b Avesh Khan
Karun Nair,26,22,5,0,118.18,c Kedar Jadhav b Watson
Shreyas Iyer,32,30,2,1,106.67,c Watson b Harshal Patel
Rishabh Pant,45,34,3,2,132.35,b Harshal Patel
Marlon Samuels,0,1,0,0,0.0,b Harshal Patel
Corey Anderson,3,9,0,0,33.33,st Vishnu Vinod b Head
Pat Cummins,7,3,0,1,233.33,c Kohli b Head
Amit Mishra,7,4,0,1,175.0,b Negi
Mohammed Shami,21,9,3,1,233.33,st Vishnu Vinod b Negi
Shahbaz Nadeem,2,6,0,0,33.33,c Kedar Jadhav b Negi
Zaheer Khan,1,1,0,0,100.0,not out
