batter,runs,balls,fours,sixes,strike_rate,dismissal
Lewis,58,37,5,3,156.76,c Srikar Bharat b George Garton
Jaiswal,31,22,3,2,140.91,c Siraj b Christian
Samson,19,15,0,2,126.67,c Devdutt Padikkal b Shahbaz Ahmed
Lomror,3,4,0,0,75.0,st Srikar Bharat b Chahal
Livingstone,6,9,0,0,66.67,c de Villiers b Chahal
Rahul Tewatia,2,3,0,0,66.67,c Devdutt Padikkal b Shahbaz Ahmed
Riyan Parag,9,16,0,0,56.25,c Kohli b Harshal Patel
Chris Morris,14,11,2,0,127.27,c Devdutt Padikkal b Harshal Patel
Chetan Sakariya,2,2,0,0,100.0,c de Villiers b Harshal Patel
Kartik Tyagi,1,1,0,0,100.0,not out
