bowler,overs,maidens,runs,wickets,economy
George Garton,3,0,30,1,10.0
Siraj,3,0,18,0,6.0
Maxwell,2,0,17,0,8.5
Harshal Patel,4,0,34,3,8.5
Christian,2,0,21,1,10.5
Chahal,4,0,18,2,4.5
Shahbaz Ahmed,2,0,10,2,5.0
