batter,runs,balls,fours,sixes,strike_rate,dismissal
Virat Kohli,20,14,2,1,142.86,c Rahul Chahar b Rabada
Faf du Plessis,10,8,2,0,125.0,c Jitesh Sharma b Rishi Dhawan
Rajat Patidar,26,21,1,2,123.81,c Dhawan b Rahul Chahar
Mahipal Lomror,6,3,0,1,200.0,c Dhawan b Rishi Dhawan
Glenn Maxwell,35,22,3,1,159.09,c Arshdeep Singh b Harpreet Brar
Dinesh Karthik,11,11,1,0,100.0,c B Rajapaksa b Arshdeep Singh
Shahbaz Ahmed,9,14,0,0,64.29,c B Rajapaksa b Rabada
Harshal Patel,11,7,2,0,157.14,c Mayank Agarwal b Rabada
Wanindu Hasaranga,1,3,0,0,33.33,c Harpreet Brar b Rahul Chahar
Mohammed Siraj,9,13,1,0,69.23,not out
Josh Hazlewood,7,4,1,0,175.0,not out
