batter,runs,balls,fours,sixes,strike_rate,dismissal
Robin Uthappa,13,10,2,0,130.0,c Mayank Agarwal b Vaibhav Arora
Ruturaj Gaikwad,1,4,0,0,25.0,c Dhawan b Rabada
Moeen Ali,0,2,0,0,0.0,b Vaibhav Arora
Ambati Rayudu,13,21,2,0,61.9,c Jitesh Sharma b Odean Smith
Ravindra Jadeja,0,3,0,0,0.0,b Arshdeep Singh
Shivam Dube,57,30,6,3,190.0,c Arshdeep Singh b Livingstone
MS Dhoni,23,28,1,1,82.14,c Jitesh Sharma b Rahul Chahar
Dwayne Bravo,0,1,0,0,0.0,c and b Livingstone
Dwaine Pretorius,8,4,0,1,200.0,c Arshdeep Singh b Rahul Chahar
Chris Jordan,5,5,0,0,100.0,c Livingstone b Rahul Chahar
Mukesh Choudhary,2,2,0,0,100.0,not out
