batter,runs,balls,fours,sixes,strike_rate,dismissal
KL Rahul,11,16,0,0,68.75,c Williamson b Abhishek Sharma
Mayank Agarwal,9,6,1,0,150.0,run out (Warner/Khaleel Ahmed)
Simran Singh,11,8,2,0,137.5,c Priyam Garg b Khaleel Ahmed
Nicholas Pooran,77,37,5,7,208.11,c T Natarajan b Rashid Khan
Glenn Maxwell,7,12,0,0,58.33,run out (Priyam Garg)
Mandeep Singh,6,6,0,0,100.0,b Rashid Khan
Mujeeb Ur Rahman,1,3,0,0,33.33,c Bairstow b Khaleel Ahmed
Ravi Bishnoi,6,7,1,0,85.71,not out
Mohammed Shami,0,1,0,0,0.0,lbw b Rashid Khan
Sheldon Cottrell,0,2,0,0,0.0,b T Natarajan
Arshdeep Singh,0,3,0,0,0.0,c Warner b T Natarajan
