over,runs,wickets
1,10,0
2,14,0
3,12,0
4,10,0
5,6,0
6,6,0
7,4,0
8,10,0
9,3,0
10,14,0
11,8,0
12,5,0
13,11,0
14,12,0
15,6,0
16,4,0
17,12,0
18,6,0
19,12,0
20,24,0
