Stat,Test,ODI,T20,IPL
Matches,0,0,74,0
Innings,0,0,48,0
Balls,0,0,840,0
Runs,0,0,844,0
Maidens,0,0,7,0
Wickets,0,0,44,0
Avg,0.0,0.0,19.18,0.0
Eco,0,0,6.03,0
SR,0.0,0.0,19.09,0.0
BBI,-/-,-/-,3/16,-/-
BBM,-/-,-/-,3/16,-/-
