Stat,Test,ODI,T20,IPL
Matches,0,22,53,30
Innings,0,5,4,6
Balls,0,107,54,41
Runs,0,154,92,59
Maidens,0,1,0,0
Wickets,0,3,2,1
Avg,0.0,51.33,46.0,59.0
Eco,0,8.64,10.22,8.63
SR,0.0,35.67,27.0,41.0
BBI,-/-,1/24,1/20,1/6
BBM,-/-,1/24,1/20,1/6
